,ID,Robocrys_description,N_tokens,SG,SG_symbol,Crystal_system,Structure_types
970,mp-1087,"SrS is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sr2+ is bonded to six equivalent S2- atoms to form a mixture of corner and edge-sharing SrS6 octahedra. The corner-sharing octahedra are not tilted. All Sr-S bond lengths are 3.02 Å. S2- is bonded to six equivalent Sr2+ atoms to form a mixture of corner and edge-sharing SSr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
971,mp-1102,"LuN is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Lu3+ is bonded to six equivalent N3- atoms to form a mixture of edge and corner-sharing LuN6 octahedra. The corner-sharing octahedra are not tilted. All Lu-N bond lengths are 2.36 Å. N3- is bonded to six equivalent Lu3+ atoms to form a mixture of edge and corner-sharing NLu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
972,mp-1103809,NpB12 crystallizes in the cubic Fm̅3m space group. Np6+ is bonded in a 24-coordinate geometry to twenty-four equivalent B+0.50- atoms. All Np-B bond lengths are 2.78 Å. B+0.50- is bonded in a 7-coordinate geometry to two equivalent Np6+ and five equivalent B+0.50- atoms. There is one shorter (1.71 Å) and four longer (1.79 Å) B-B bond lengths.,57,225,Fm-3m,cubic,
973,mp-1586,"NdSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Nd3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing NdSb6 octahedra. The corner-sharing octahedra are not tilted. All Nd-Sb bond lengths are 3.20 Å. Sb3- is bonded to six equivalent Nd3+ atoms to form a mixture of edge and corner-sharing SbNd6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
974,mp-1623,"ErS is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Er is bonded to six equivalent S atoms to form a mixture of corner and edge-sharing ErS6 octahedra. The corner-sharing octahedra are not tilted. All Er-S bond lengths are 2.72 Å. S is bonded to six equivalent Er atoms to form a mixture of corner and edge-sharing SEr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
975,mp-1865,"UN1 is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. U3+ is bonded to six equivalent N3- atoms to form a mixture of edge and corner-sharing UN6 octahedra. The corner-sharing octahedra are not tilted. All U-N bond lengths are 2.44 Å. N3- is bonded to six equivalent U3+ atoms to form a mixture of edge and corner-sharing NU6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
976,mp-21394,"EuO is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Eu2+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing EuO6 octahedra. The corner-sharing octahedra are not tilted. All Eu-O bond lengths are 2.54 Å. O2- is bonded to six equivalent Eu2+ atoms to form a mixture of edge and corner-sharing OEu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
977,mp-22903,"RbI is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Rb1+ is bonded to six equivalent I1- atoms to form a mixture of corner and edge-sharing RbI6 octahedra. The corner-sharing octahedra are not tilted. All Rb-I bond lengths are 3.69 Å. I1- is bonded to six equivalent Rb1+ atoms to form a mixture of corner and edge-sharing IRb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
978,mp-22907,"DyBi is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Dy is bonded to six equivalent Bi atoms to form a mixture of corner and edge-sharing DyBi6 octahedra. The corner-sharing octahedra are not tilted. All Dy-Bi bond lengths are 3.15 Å. Bi is bonded to six equivalent Dy atoms to form a mixture of corner and edge-sharing BiDy6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
979,mp-23209,SrCl2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Sr2+ is bonded in a body-centered cubic geometry to eight equivalent Cl1- atoms. All Sr-Cl bond lengths are 3.03 Å. Cl1- is bonded to four equivalent Sr2+ atoms to form a mixture of edge and corner-sharing ClSr4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
980,mp-23234,"TmBi is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Tm is bonded to six equivalent Bi atoms to form a mixture of edge and corner-sharing TmBi6 octahedra. The corner-sharing octahedra are not tilted. All Tm-Bi bond lengths are 3.12 Å. Bi is bonded to six equivalent Tm atoms to form a mixture of edge and corner-sharing BiTm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
981,mp-23870,"NaH is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Na1+ is bonded to six equivalent H1- atoms to form a mixture of edge and corner-sharing NaH6 octahedra. The corner-sharing octahedra are not tilted. All Na-H bond lengths are 2.39 Å. H1- is bonded to six equivalent Na1+ atoms to form a mixture of edge and corner-sharing HNa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
982,mp-24092,GdH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Gd is bonded in a body-centered cubic geometry to eight equivalent H atoms. All Gd-H bond lengths are 2.29 Å. H is bonded to four equivalent Gd atoms to form a mixture of edge and corner-sharing HGd4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
983,mp-24151,DyH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Dy is bonded in a body-centered cubic geometry to eight equivalent H atoms. All Dy-H bond lengths are 2.24 Å. H is bonded to four equivalent Dy atoms to form a mixture of corner and edge-sharing HDy4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
984,mp-24154,NbH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Nb2+ is bonded in a body-centered cubic geometry to eight equivalent H1- atoms. All Nb-H bond lengths are 1.98 Å. H1- is bonded to four equivalent Nb2+ atoms to form a mixture of corner and edge-sharing HNb4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
985,mp-2520,"TmSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Tm3+ is bonded to six equivalent Sb3- atoms to form a mixture of corner and edge-sharing TmSb6 octahedra. The corner-sharing octahedra are not tilted. All Tm-Sb bond lengths are 3.06 Å. Sb3- is bonded to six equivalent Tm3+ atoms to form a mixture of corner and edge-sharing SbTm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
986,mp-2532,"PrTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pr2+ is bonded to six equivalent Te2- atoms to form a mixture of corner and edge-sharing PrTe6 octahedra. The corner-sharing octahedra are not tilted. All Pr-Te bond lengths are 3.21 Å. Te2- is bonded to six equivalent Pr2+ atoms to form a mixture of corner and edge-sharing TePr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
987,mp-256,"LaN is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. La3+ is bonded to six equivalent N3- atoms to form a mixture of corner and edge-sharing LaN6 octahedra. The corner-sharing octahedra are not tilted. All La-N bond lengths are 2.65 Å. N3- is bonded to six equivalent La3+ atoms to form a mixture of corner and edge-sharing NLa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
988,mp-2807,"ScP is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sc3+ is bonded to six equivalent P3- atoms to form a mixture of edge and corner-sharing ScP6 octahedra. The corner-sharing octahedra are not tilted. All Sc-P bond lengths are 2.66 Å. P3- is bonded to six equivalent Sc3+ atoms to form a mixture of edge and corner-sharing PSc6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
989,mp-645,"TbP is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Tb3+ is bonded to six equivalent P3- atoms to form a mixture of edge and corner-sharing TbP6 octahedra. The corner-sharing octahedra are not tilted. All Tb-P bond lengths are 2.85 Å. P3- is bonded to six equivalent Tb3+ atoms to form a mixture of edge and corner-sharing PTb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
990,mp-919,"HoTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ho2+ is bonded to six equivalent Te2- atoms to form a mixture of edge and corner-sharing HoTe6 octahedra. The corner-sharing octahedra are not tilted. All Ho-Te bond lengths are 3.06 Å. Te2- is bonded to six equivalent Ho2+ atoms to form a mixture of edge and corner-sharing TeHo6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
991,mp-1096,"CeS is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ce2+ is bonded to six equivalent S2- atoms to form a mixture of edge and corner-sharing CeS6 octahedra. The corner-sharing octahedra are not tilted. All Ce-S bond lengths are 2.84 Å. S2- is bonded to six equivalent Ce2+ atoms to form a mixture of edge and corner-sharing SCe6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
992,mp-1101,"TmAs is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Tm3+ is bonded to six equivalent As3- atoms to form a mixture of corner and edge-sharing TmAs6 octahedra. The corner-sharing octahedra are not tilted. All Tm-As bond lengths are 2.86 Å. As3- is bonded to six equivalent Tm3+ atoms to form a mixture of corner and edge-sharing AsTm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
993,mp-1104289,LuB12 crystallizes in the cubic Fm̅3m space group. Lu is bonded in a 24-coordinate geometry to twenty-four equivalent B atoms. All Lu-B bond lengths are 2.77 Å. B is bonded in a 7-coordinate geometry to two equivalent Lu and five equivalent B atoms. There is one shorter (1.70 Å) and four longer (1.78 Å) B-B bond lengths.,57,225,Fm-3m,cubic,
994,mp-1161,"LaSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. La2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing LaSe6 octahedra. The corner-sharing octahedra are not tilted. All La-Se bond lengths are 3.05 Å. Se2- is bonded to six equivalent La2+ atoms to form a mixture of edge and corner-sharing SeLa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
995,mp-1447,"SmSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sm2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing SmSe6 octahedra. The corner-sharing octahedra are not tilted. All Sm-Se bond lengths are 2.94 Å. Se2- is bonded to six equivalent Sm2+ atoms to form a mixture of edge and corner-sharing SeSm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
996,mp-1569,Be2C is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Be2+ is bonded to four equivalent C4- atoms to form a mixture of corner and edge-sharing BeC4 tetrahedra. All Be-C bond lengths are 1.87 Å. C4- is bonded in a body-centered cubic geometry to eight equivalent Be2+ atoms.,50,225,Fm-3m,cubic,Fluorite
997,mp-1719,"PuN is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pu3+ is bonded to six equivalent N3- atoms to form a mixture of corner and edge-sharing PuN6 octahedra. The corner-sharing octahedra are not tilted. All Pu-N bond lengths are 2.47 Å. N3- is bonded to six equivalent Pu3+ atoms to form a mixture of corner and edge-sharing NPu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
998,mp-1747,K2Te is Fluorite structured and crystallizes in the cubic Fm̅3m space group. K1+ is bonded to four equivalent Te2- atoms to form a mixture of edge and corner-sharing KTe4 tetrahedra. All K-Te bond lengths are 3.54 Å. Te2- is bonded in a body-centered cubic geometry to eight equivalent K1+ atoms.,50,225,Fm-3m,cubic,Fluorite
999,mp-1751,"ThSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Th is bonded to six equivalent Sb atoms to form a mixture of corner and edge-sharing ThSb6 octahedra. The corner-sharing octahedra are not tilted. All Th-Sb bond lengths are 3.19 Å. Sb is bonded to six equivalent Th atoms to form a mixture of corner and edge-sharing SbTh6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
1000,mp-1958,"SrTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sr2+ is bonded to six equivalent Te2- atoms to form a mixture of corner and edge-sharing SrTe6 octahedra. The corner-sharing octahedra are not tilted. All Sr-Te bond lengths are 3.36 Å. Te2- is bonded to six equivalent Sr2+ atoms to form a mixture of corner and edge-sharing TeSr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
1001,mp-19717,"PbTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pb2+ is bonded to six equivalent Te2- atoms to form a mixture of corner and edge-sharing PbTe6 octahedra. The corner-sharing octahedra are not tilted. All Pb-Te bond lengths are 3.27 Å. Te2- is bonded to six equivalent Pb2+ atoms to form a mixture of corner and edge-sharing TePb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
1002,mp-20340,"EuN is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Eu3+ is bonded to six equivalent N3- atoms to form a mixture of corner and edge-sharing EuN6 octahedra. The corner-sharing octahedra are not tilted. All Eu-N bond lengths are 2.53 Å. N3- is bonded to six equivalent Eu3+ atoms to form a mixture of corner and edge-sharing NEu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
1003,mp-20724,Mg2Pb is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Mg is bonded to four equivalent Pb atoms to form a mixture of corner and edge-sharing MgPb4 tetrahedra. All Mg-Pb bond lengths are 2.96 Å. Pb is bonded in a body-centered cubic geometry to eight equivalent Mg atoms.,50,225,Fm-3m,cubic,Fluorite
1004,mp-2201,"PbSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pb2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing PbSe6 octahedra. The corner-sharing octahedra are not tilted. All Pb-Se bond lengths are 3.09 Å. Se2- is bonded to six equivalent Pb2+ atoms to form a mixture of edge and corner-sharing SePb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
1005,mp-22682,PtIn2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Pt2- is bonded in a body-centered cubic geometry to eight equivalent In1+ atoms. All Pt-In bond lengths are 2.78 Å. In1+ is bonded to four equivalent Pt2- atoms to form a mixture of edge and corner-sharing InPt4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
1006,mp-22862,"NaCl is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Na1+ is bonded to six equivalent Cl1- atoms to form a mixture of corner and edge-sharing NaCl6 octahedra. The corner-sharing octahedra are not tilted. All Na-Cl bond lengths are 2.79 Å. Cl1- is bonded to six equivalent Na1+ atoms to form a mixture of corner and edge-sharing ClNa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
